id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre,id_victim,type,situation,circumstances,deathDate,personType,age,ageGroup,genre,race,place,serviceStatus,qualifications,politicalPosition,politicalStatus,partie,coorporation,agentPosition,agentStatus,unit
61284,"R. Gomes Taborda,  Cordeiro, Recife - PE, 50630-255, Brasil",Nordeste,Pernambuco,Recife,CORDEIRO,,,-8.054351941541993,-34.92665949570084,"08/12/2023, 18:00:00",false,false,,Homicidio/Tentativa,,Bar,false,ce3b7241-5512-4806-97a7-6f21e6c251cd,People,wounded,Bala perdida,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61329,"Loteamento São Cosme e São Damião - Várzea, Recife - PE, 50960-550, Brasil",Nordeste,Pernambuco,Recife,VARZEA,,LOTEAMENTO SAO COSME E DAMIAO,-8.035772620305726,-34.990378081614686,"08/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,Bar,false,62881ade-d036-4a81-9351-55bf2c6e0b87,People,dead,Sem identificação,"08/12/2023, 21:00:00",Civilian,28,adulto,homem cis,Branca,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61315,"R. São Bento, 280 - Macaxeira, Recife - PE, 52090-475, Brasil",Nordeste,Pernambuco,Recife,MACAXEIRA,,,-8.008747088714797,-34.92750424907562,"09/12/2023, 07:00:00",false,false,,Tentativa/Roubo,,,false,5f63019e-665c-4fe9-859b-fb33a34ce6d2,People,dead,Sem identificação,"09/12/2023, 07:00:00",Civilian,,adulto,homem cis,Negra,residência,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61318,"R. Angaturama - Alto José Bonifacio, Recife - PE, 52080-400, Brasil",Nordeste,Pernambuco,Recife,ALTO JOSE BONIFACIO,,,-8.014951623274568,-34.91350624907376,"09/12/2023, 17:00:00",false,false,,Homicidio/Tentativa,,,false,9bdf74cd-35a3-4eff-8d3b-7608a15243a8,People,dead,Sem identificação,"09/12/2023, 17:00:00",Civilian,29,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61319,"R. Nestor Taváres - Alto Santa Teresinha, Recife - PE, 52080-061, Brasil",Nordeste,Pernambuco,Recife,ALTO SANTA TERESINHA,,,-8.0153656,-34.9089607,"09/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,856f3983-61ee-47dd-90a6-68f03b457e47,People,wounded,Sem identificação,,Civilian,22,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61311,"Comunidade da Portelinha - Mangueira, Recife - PE, 50850-266, Brasil",Nordeste,Pernambuco,Recife,MANGUEIRA,,COMUNIDADE DA PORTELINHA (MANGUEIRA),-8.077594196995806,-34.92376367790977,"09/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,4cd523e4-2355-4f46-b323-db61fcf8bdf9,People,dead,Sem identificação,"09/12/2023, 21:00:00",Civilian,37,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61334,"COHAB, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,COHAB,,,-8.1185301,-34.9547489,"09/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,fe2e11bc-bc1a-4409-8258-4237a7c02bed,People,wounded,Sem identificação,,Civilian,22,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61312,"Vila Aritana - Estr. dos Macacos, 49 - Guabiraba, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,GUABIRABA,,VILA ARITANA,-7.995402301185359,-34.95466256107148,"09/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,b4274e62-44e5-4d27-aee1-7f5f63178e26,People,dead,Sem identificação,"09/12/2023, 21:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61317,"Av. Chagas Ferreira, 141 - Dois Unidos, Recife - PE, 52150-000, Brasil",Nordeste,Pernambuco,Recife,DOIS UNIDOS,,,-8.006583,-34.909215,"10/12/2023, 07:00:00",false,false,,Homicidio/Tentativa,,,false,9cd2e241-1cbe-43fc-88f3-67384c4ccc70,People,dead,Sem identificação,"10/12/2023, 07:00:00",Civilian,43,adulto,homem cis,Branca,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61348,"Av. Caxangá, 2368 - Cordeiro, Recife - PE, 50731-000, Brasil",Nordeste,Pernambuco,Recife,CORDEIRO,,,-8.046403770989695,-34.928257616500574,"10/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,57a15487-1170-4d95-8902-3e94b1dc9c6c,People,dead,Sem identificação,"10/12/2023, 21:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61350,"R. Ouro Branco, 62 - Bomba do Hemetério, Recife - PE, 52111-150, Brasil",Nordeste,Pernambuco,Recife,BOMBA DO HEMETERIO,,,-8.019969765393602,-34.9009418865075,"11/12/2023, 16:00:00",false,true,,Homicidio/Tentativa,,,false,17451457-895c-4800-9fa8-b9f000361c99,People,dead,Sem identificação,"11/12/2023, 16:00:00",Agent,19,adulto,homem cis,Não identificado,sem identificação,não se aplica,Agente de segurança,não se aplica,não se aplica,,exército,soldado,fora de serviço,Não identificado
61355,"R. do Chafariz, 62 - Alto José do Pinho, Recife - PE, 52210-260, Brasil",Nordeste,Pernambuco,Recife,ALTO JOSE DO PINHO,,,-8.021686477005124,-34.90862717434387,"11/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,3afb4336-e9ee-4a57-80ee-fed859fd7d09,People,dead,Sem identificação,"11/12/2023, 21:00:00",Civilian,41,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61354,"Alto do Pascoal - R. Ladeira de Pedra, 913 - Água Fria, Recife - PE, 52111-430, Brasil",Nordeste,Pernambuco,Recife,AGUA FRIA,,ALTO DO PASCOAL,-8.01506981165196,-34.901827280950926,"11/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,3c33363d-d786-48be-aee7-7904068e0c58,People,dead,Sem identificação,"11/12/2023, 21:00:00",Civilian,26,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61392,"R. Salutares Sg, 27 - Linha do Tiro, Recife - PE, 52130-505, Brasil",Nordeste,Pernambuco,Recife,LINHA DO TIRO,,,-8.009654432587716,-34.90275972170055,"12/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,ad437636-82cc-43e4-8b64-ec51d3c4d50b,People,wounded,Sem identificação,,Civilian,38,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61390,"Av. Agamenon Magalhães com R. Henrique Dias. Derby - Derby, Recife - PE, 52021-170, Brasil",Nordeste,Pernambuco,Recife,DERBY,,,-8.058518357044004,-34.89809875089649,"13/12/2023, 21:00:00",false,false,,Tentativa/Roubo,,Presença de Agente Privado de Segurança,false,d1dca960-17fc-4d01-b6e3-eac15b0981a7,People,dead,Sem identificação,"13/12/2023, 21:00:00",Civilian,39,adulto,homem cis,Branca,outros,em serviço,Agente de Segurança Privado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61396,"Boa Viagem, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,BOA VIAGEM,,,-8.1317303,-34.902409,"13/12/2023, 21:00:00",true,true,Policia Militar,Ação policial,,,false,,,,,,,,,,,,,,,,,,,,
61447,"R. Guarita - Torrões, Recife - PE, 50640-440, Brasil",Nordeste,Pernambuco,Recife,TORROES,,,-8.058376379596552,-34.93501613432467,"14/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,b04da0e9-08f9-440d-9590-7c09dc0d3cf0,People,dead,Sem identificação,"16/12/2023, 21:00:00",Civilian,25,adulto,homem cis,Não identificado,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61418,"Afogados, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,AFOGADOS,,,-8.077032599999999,-34.9091753,"14/12/2023, 21:00:00",true,true,Não identificado,Ação policial,,,false,,,,,,,,,,,,,,,,,,,,
61404,"Córrego do Deodato - R. Epitácio Pessoa, 72 - Água Fria, Recife - PE, 52211-460, Brasil",Nordeste,Pernambuco,Recife,AGUA FRIA,,CORREGO DO DEODATO,-8.012827811210858,-34.900314622271466,"14/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,05479350-7471-4537-bc93-04a68369ffef,People,dead,Sem identificação,"14/12/2023, 21:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,em serviço,Entregador / Motoboy,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61407,"Estr. do Bongi - Bongi, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,BONGI,,,-8.064929,-34.9165266,"15/12/2023, 07:00:00",false,false,,Homicidio/Tentativa,,,false,ab9dbb26-29b1-48c5-a57a-18f1b0b3d316,People,dead,Sem identificação,"15/12/2023, 07:00:00",Civilian,48,adulto,homem cis,Negra,lava jato,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61461,"Nova Descoberta, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,NOVA DESCOBERTA,,,-7.999621599999999,-34.9281835,"15/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,52ba1198-5c1a-4335-8be3-17590201753b,People,dead,Sem identificação,"15/12/2023, 21:00:00",Civilian,48,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61445,"R. Deodato Tôrres, 142 - Barro, Recife - PE, 50900-510, Brasil",Nordeste,Pernambuco,Recife,BARRO,,,-8.089368788772777,-34.945743589184055,"16/12/2023, 15:00:00",false,false,,Homicidio/Tentativa,,,false,c36433fa-578d-4dac-8ae7-83135df8646f,People,dead,Sem identificação,"16/12/2023, 15:00:00",Civilian,28,adulto,homem cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61444,"Rua Joaquim de Brito - Boa Vista, Recife - PE, 50070-345, Brasil",Nordeste,Pernambuco,Recife,BOA VISTA,,,-8.061151885382143,-34.89209909348239,"16/12/2023, 16:00:00",false,false,,Homicidio/Tentativa,,,false,3baa272e-06d9-449c-b5c8-b75bc2e86dda,People,dead,Sem identificação,"16/12/2023, 16:00:00",Civilian,26,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61462,"Alto José Bonifacio, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,ALTO JOSE BONIFACIO,,,-8.0133301,-34.913243,"16/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,a85bb1d2-fa9d-40b3-853f-d031b183b4ef,People,wounded,Sem identificação,,Civilian,19,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61449,"Av. Beberibe, 1925 - Beberibe, Recife - PE, 52130-000, Brasil",Nordeste,Pernambuco,Recife,AGUA FRIA,,,-8.02020948463451,-34.89454061554626,"16/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,fa268f34-9ea2-4f60-801c-0b7347ca95f0,People,wounded,Sem identificação,,Civilian,41,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61471,"BR-101, 18 - Curado, Recife - PE, 50790, Brasil",Nordeste,Pernambuco,Recife,CURADO,,,-8.071225980483831,-34.9426285232788,"17/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,7dc1db3d-dd21-4ae3-80c2-fb94423b24f0,People,dead,Sem identificação,"17/12/2023, 21:00:00",Civilian,34,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61472,"R. Irmãos Vilas Boas, 34 -Comunidade Nova Conquista - Barro, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,BARRO,,COMUNIDADE NOVA CONQUISTA,-8.0983407,-34.9410904,"17/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,ae1293f3-42dd-412a-a412-363e015e5efe,People,dead,Sem identificação,"17/12/2023, 21:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61463,"Vila Lavadeira - R. Argemiro Galvão, 56 - Areias, Recife - PE, 50780-220, Brasil",Nordeste,Pernambuco,Recife,AREIAS,,VILA LAVADEIRA,-8.094710487630039,-34.936925411639415,"17/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,9b9f7e9b-e8fb-4821-a849-e2c4ae464963,People,dead,Sem identificação,"17/12/2023, 21:00:00",Civilian,28,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61464,"Comunidade da Portelinha - Mangueira, Recife - PE, 50761-640, Brasil",Nordeste,Pernambuco,Recife,MANGUEIRA,,COMUNIDADE DA PORTELINHA (MANGUEIRA),-8.07418681148809,-34.92381386191567,"17/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,f0ae3eab-aadd-42e6-a06c-b40d02a8800a,People,dead,Sem identificação,"17/12/2023, 21:00:00",Civilian,22,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61451,"R. Santo Ângelo, 190 - San Martin, Recife - PE, 50761-600, Brasil",Nordeste,Pernambuco,Recife,SAN MARTIN,,,-8.074752760886621,-34.92421347116424,"17/12/2023, 23:00:00",false,false,,Homicidio/Tentativa,,,false,61b5d60a-ce86-46f5-891e-c56cd77595e6,People,dead,Sem identificação,"17/12/2023, 23:00:00",Civilian,22,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61492,"Rua Paulino de Farias, 388 - Coqueiral, Recife - PE, 50791-467, Brasil",Nordeste,Pernambuco,Recife,COQUEIRAL,,,-8.0820145005284,-34.97049217656078,"18/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,2d588ecc-4559-4c74-a29c-bd07a5b10340,People,wounded,Sem identificação,,Civilian,26,adulto,homem cis,Não identificado,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61493,"Rua Doutor João Lacerda - Cordeiro, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,CORDEIRO,,,-8.047277,-34.9227856,"18/12/2023, 21:00:00",false,false,,Tentativa/Roubo,,,false,6f32e6df-e205-4361-93d7-01b53db9452d,People,wounded,Sem identificação,,Civilian,27,adulto,homem cis,Não identificado,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61506,"Rua Oliveira Fonseca - Campo Grande, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,CAMPO GRANDE,,,-8.0283073,-34.8799695,"19/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,161798f4-fb5b-4627-a4ad-622da9b78c5b,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61516,"Bongi, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,BONGI,,,-8.0655751,-34.9180396,"20/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,1b4cfac3-eac5-4e83-a6c8-f80ab1bdc83e,People,dead,Sem identificação,"20/12/2023, 21:00:00",Civilian,43,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61515,"Rua da Custódia - Coqueiral, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,COQUEIRAL,,,-8.0878933,-34.9672995,"21/12/2023, 09:00:00",false,false,,Homicidio/Tentativa,,,false,9acec9c1-736b-47c2-9ad6-adc8615843c8,People,dead,Sem identificação,"21/12/2023, 09:00:00",Civilian,22,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61539,"Av. Josélia, 1206 - Nova Descoberta, Recife - PE, 52190-190, Brasil",Nordeste,Pernambuco,Recife,NOVA DESCOBERTA,,,-8.003739171864312,-34.92730115942632,"22/12/2023, 13:00:00",false,false,,Homicidio/Tentativa,,,false,ba38316d-1ed5-4504-90fa-02ece4705df6,People,dead,Sem identificação,"22/12/2023, 13:00:00",Civilian,49,adulto,homem cis,Branca,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61539,"Av. Josélia, 1206 - Nova Descoberta, Recife - PE, 52190-190, Brasil",Nordeste,Pernambuco,Recife,NOVA DESCOBERTA,,,-8.003739171864312,-34.92730115942632,"22/12/2023, 13:00:00",false,false,,Homicidio/Tentativa,,,false,3ad501ac-2648-46cb-8902-45c2314ac155,People,wounded,Sem identificação,,Civilian,,criança,não identificado,Não identificado,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61539,"Av. Josélia, 1206 - Nova Descoberta, Recife - PE, 52190-190, Brasil",Nordeste,Pernambuco,Recife,NOVA DESCOBERTA,,,-8.003739171864312,-34.92730115942632,"22/12/2023, 13:00:00",false,false,,Homicidio/Tentativa,,,false,e730e59a-0627-40df-a892-d61bc36a7851,People,wounded,Sem identificação,,Civilian,18,adulto,mulher cis,Não identificado,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61541,"Av. Getúlio Vargas, 180 - Curado, Recife - PE, 50950-000, Brasil",Nordeste,Pernambuco,Recife,CURADO,,,-8.075580567269062,-34.968681565071364,"22/12/2023, 14:00:00",false,false,,Homicidio/Tentativa,,,false,edc06f6f-1326-4341-bbad-e16310e002ed,People,dead,Sem identificação,"22/12/2023, 14:00:00",Civilian,,não identificado,homem cis,Não identificado,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61567,"Jardim Beira Rio - Av. República do Líbano, 41 - Pina, Recife - PE, 51110-160, Brasil",Nordeste,Pernambuco,Recife,PINA,,COMUNIDADE BEIRA RIO,-8.087874573585236,-34.891291481430954,"23/12/2023, 13:00:00",false,false,,Homicidio/Tentativa,,,false,c4d1b502-e9e6-4856-94a4-002c07f4f0a2,People,dead,Sem identificação,"23/12/2023, 13:00:00",Civilian,19,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61564,"Planeta dos Macacos - Rua Paulópolis, 564 - Jardim São Paulo, Recife - PE, 50790-490, Brasil",Nordeste,Pernambuco,Recife,JARDIM SAO PAULO,,PLANETA DOS MACACOS,-8.081081468333222,-34.95186069178011,"23/12/2023, 13:00:00",false,false,,Homicidio/Tentativa,,,false,da20c87a-b077-48f9-8b61-6d80ad142a22,People,dead,Sem identificação,"23/12/2023, 13:00:00",Civilian,19,adulto,homem cis,Negra,barbearia,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61565,"Comunidade Roda de Fogo - Rua Professor Rodolpho Lira, 50 - Torrões, Recife - PE, 50660-340, Brasil",Nordeste,Pernambuco,Recife,TORROES,,COMUNIDADE RODA DE FOGO,-8.060656874894928,-34.93712674914796,"23/12/2023, 18:00:00",false,false,,Homicidio/Tentativa,,,false,f989797e-e247-456c-81ba-48924572f83b,People,dead,Sem identificação,"23/12/2023, 18:00:00",Civilian,23,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61570,"R. Alfredo Rolim, 58 - Jardim São Paulo, Recife - PE, 50781-720, Brasil",Nordeste,Pernambuco,Recife,JARDIM SAO PAULO,,,-8.081546368948516,-34.93701926931157,"23/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,Bar,false,b906211c-4e39-443d-bfad-2614ad40f267,People,dead,Sem identificação,"23/12/2023, 21:00:00",Civilian,25,adulto,homem cis,Branca,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61574,"R. Cláudio Manuel, 160 - Várzea, Recife - PE, 50810-050, Brasil",Nordeste,Pernambuco,Recife,VARZEA,,,-8.034829782761294,-34.954614266269495,"23/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,fb174b52-fa9c-48e9-afb7-54143341a56d,People,dead,Sem identificação,"23/12/2023, 21:00:00",Civilian,26,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61571,"Av. Chagas Ferreira, 996 - Alto Santa Tereza - Passarinho, Recife - PE, 52160-480, Brasil",Nordeste,Pernambuco,Recife,PASSARINHO,,ALTO SANTA TEREZA,-7.987822030819626,-34.926092415085975,"24/12/2023, 12:00:00",false,false,,Homicidio/Tentativa,,,false,c2bdec99-96c1-43dd-833b-6be1a7fd35b2,People,dead,Sem identificação,"24/12/2023, 12:00:00",Civilian,38,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61593,"Jordão, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,JORDAO,,,-8.135956199999999,-34.935617,"24/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,842a8482-f894-4a56-a19c-44f50450ecd2,People,dead,Sem identificação,"24/12/2023, 21:00:00",Civilian,28,adulto,mulher cis,Branca,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61590,"Comunidade Caiara - Av. Maurício de Nassau, 404 - Iputinga, Recife - PE, 50800-305, Brasil",Nordeste,Pernambuco,Recife,IPUTINGA,,COMUNIDADE CAIARA,-8.04027529032868,-34.92768222418198,"24/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,ed9f5018-73f0-4e3c-821e-23edba61a037,People,dead,Encontro de cadáver,"24/12/2023, 21:00:00",Civilian,24,adulto,homem cis,Não identificado,outros,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61591,"R. Japaratuba, 248 - Vasco da Gama, Recife - PE, 52280-510, Brasil",Nordeste,Pernambuco,Recife,VASCO DA GAMA,,,-8.019590169621683,-34.9195191797617,"25/12/2023, 13:00:00",false,false,,Homicidio/Tentativa,,,false,d7dcf88d-19dd-40e4-af9f-96ba341727da,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61620,"R. Emíliano Braga, 240 - Várzea, Recife - PE, 50670-380, Brasil",Nordeste,Pernambuco,Recife,VARZEA,,,-8.038110030955757,-34.94587448651671,"26/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,ee57ed57-3825-4c50-88b5-eeebec62aa25,People,dead,Sem identificação,"26/12/2023, 21:00:00",Civilian,27,adulto,homem cis,Não identificado,sem identificação,não se aplica,Pessoa em Situação de Rua,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61618,"Comunidade do Jacaré - Av. Manoel Gonçalves da Luz, 237 - Bongi, Recife - PE, 50751-200, Brasil",Nordeste,Pernambuco,Recife,BONGI,,COMUNIDADE DO JACARE,-8.065178896853723,-34.91666048153819,"26/12/2023, 21:00:00",true,true,Não identificado,Ação policial,,,false,fabbc05e-644f-4f21-8cde-1708f07b5408,People,dead,Sem identificação,"26/12/2023, 21:00:00",Civilian,20,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61617,"R. Várzea do Giló, 100 - Passarinho, Recife - PE, 52165-400, Brasil",Nordeste,Pernambuco,Recife,PASSARINHO,,,-7.985785504181871,-34.91982897791091,"26/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,52da2539-92ae-4ee6-8244-7862f1366fc2,People,dead,Sem identificação,"26/12/2023, 21:00:00",Civilian,29,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61642,"Rua Palmital - Iputinga, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,IPUTINGA,,,-8.0318366,-34.9285003,"28/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,a12a5b95-36e4-4070-a505-db776d3c55b0,People,dead,Sem identificação,"28/12/2023, 21:00:00",Civilian,16,adolescente,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61656,"Pina, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,PINA,,,-8.095195,-34.88581569999999,"28/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,40053ba8-05e8-4145-88dd-463effd7fc52,People,dead,Sem identificação,"28/12/2023, 21:00:00",Civilian,25,adulto,homem cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61677,"Comunidade do Detran, R. Chapada, Iputinga, Recife - PE, 50690-655, Brasil",Nordeste,Pernambuco,Recife,IPUTINGA,,COMUNIDADE DO DETRAN,-8.029808502578707,-34.938974987696845,"30/12/2023, 11:00:00",false,false,,Homicidio/Tentativa,,,false,766a3952-02f5-40a8-a69e-59f28d2d1e46,People,dead,Sem identificação,"30/12/2023, 11:00:00",Civilian,38,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61679,"Comunidade Olho d'água  - Nova Descoberta, Recife - PE, 52090-240, Brasil",Nordeste,Pernambuco,Recife,NOVA DESCOBERTA,,COMUNIDADE OLHO D AGUA,-8.010599749017397	,-34.9257745546115,"30/12/2023, 12:00:00",false,false,,Homicidio/Tentativa,,,false,ba6a56a7-5574-4850-a0d7-47727a08b257,People,dead,Sem identificação,"30/12/2023, 12:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61675,"Alto José Idalino, Brejo da Guabiraba, Recife - PE, 52291-062, Brasil",Nordeste,Pernambuco,Recife,BREJO DA GUABIRABA,,CORREGO JOSE IDALINO,-7.995328514092542,-34.9353347754631,"31/12/2023, 07:00:00",false,false,,Homicidio/Tentativa,,,false,898f93f9-96b4-446f-95e7-e7276f3ed023,People,dead,Sem identificação,"31/12/2023, 07:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
